Folder,OldFilename,NewFilename,ProposedTitle,Source
02CUBESSE stilo,02cubesse_stilo_015.jpeg,02cubesse_stilo_015.jpeg,Un caballo veloz,Metadata
02CUBESSE stilo,02cubesse_stilo_016.jpeg,02cubesse_stilo_016.jpeg,Colibri red,Metadata
03EXPNEOPLUS,03expneoplus_001.png,03expneoplus_001.png,Pesca bajo el sol andaluz,Metadata
03EXPNEOPLUS,03expneoplus_002.jpg,03expneoplus_002.jpg,Barca,Metadata
03EXPNEOPLUS,03expneoplus_003.png,03expneoplus_003.png,Buda,Metadata
03EXPNEOPLUS,03expneoplus_004.png,03expneoplus_004.png,Ciervo ocaso,Metadata
03EXPNEOPLUS,03expneoplus_005.png,03expneoplus_005.png,Pagoda china,Metadata
03EXPNEOPLUS,03expneoplus_006.jpg,03expneoplus_006.jpg,Acantilados De Irlanda,Metadata
03EXPNEOPLUS,03expneoplus_007.jpg,03expneoplus_007.jpg,Almeria,Metadata
03EXPNEOPLUS,03expneoplus_008.jpg,03expneoplus_008.jpg,Amsterdam,Metadata
03EXPNEOPLUS,03expneoplus_009.jpg,03expneoplus_009.jpg,Bahia Futura,Metadata
03EXPNEOPLUS,03expneoplus_010.jpg,03expneoplus_010.jpg,Basilea,Metadata
03EXPNEOPLUS,03expneoplus_011.jpg,03expneoplus_011.jpg,Big Ben,Metadata
03EXPNEOPLUS,03expneoplus_012.jpg,03expneoplus_012.jpg,Canada,Metadata
03EXPNEOPLUS,03expneoplus_013.jpg,03expneoplus_013.jpg,Canmandu,Metadata
03EXPNEOPLUS,03expneoplus_014.jpg,03expneoplus_014.jpg,Cataratas Del Niagara,Metadata
03EXPNEOPLUS,03expneoplus_015.jpg,03expneoplus_015.jpg,Copa Sagrada,Metadata
03EXPNEOPLUS,03expneoplus_016.jpg,03expneoplus_016.jpg,Cruz,Metadata
03EXPNEOPLUS,03expneoplus_017.jpg,03expneoplus_017.jpg,Geisers Islandia,Metadata
03EXPNEOPLUS,03expneoplus_018.jpg,03expneoplus_018.jpg,Hide Park,Metadata
03EXPNEOPLUS,03expneoplus_019.jpg,03expneoplus_019.jpg,Holland,Metadata
03EXPNEOPLUS,03expneoplus_020.jpg,03expneoplus_020.jpg,Kilimanjaro,Metadata
03EXPNEOPLUS,03expneoplus_021.jpg,03expneoplus_021.jpg,La Puerta De Hercules,Metadata
03EXPNEOPLUS,03expneoplus_022.jpg,03expneoplus_022.jpg,Marrakesh,Metadata
03EXPNEOPLUS,03expneoplus_023.jpg,03expneoplus_023.jpg,Moscou,Metadata
03EXPNEOPLUS,03expneoplus_024.jpg,03expneoplus_024.jpg,Munchen,Metadata
03EXPNEOPLUS,03expneoplus_025.jpg,03expneoplus_025.jpg,New York,Metadata
03EXPNEOPLUS,03expneoplus_026.jpg,03expneoplus_026.jpg,New york flatiron,Metadata
03EXPNEOPLUS,03expneoplus_027.jpg,03expneoplus_027.jpg,Oporto,Metadata
03EXPNEOPLUS,03expneoplus_028.jpg,03expneoplus_028.jpg,Petra,Metadata
03EXPNEOPLUS,03expneoplus_029.jpg,03expneoplus_029.jpg,Playas De,Metadata
03EXPNEOPLUS,03expneoplus_030.jpg,03expneoplus_030.jpg,Pueblo Nordico,Metadata
03EXPNEOPLUS,03expneoplus_031.jpg,03expneoplus_031.jpg,Puente De Londres,Metadata
03EXPNEOPLUS,03expneoplus_032.jpg,03expneoplus_032.jpg,Puerto en marsella,Metadata
03EXPNEOPLUS,03expneoplus_033.jpg,03expneoplus_033.jpg,Rio Congo,Metadata
03EXPNEOPLUS,03expneoplus_034.jpg,03expneoplus_034.jpg,Sanlucar,Metadata
03EXPNEOPLUS,03expneoplus_035.jpg,03expneoplus_035.jpg,S Sebastian,Metadata
03EXPNEOPLUS,03expneoplus_036.jpg,03expneoplus_036.jpg,Torremolinos,Metadata
03EXPNEOPLUS,03expneoplus_037.jpg,03expneoplus_037.jpg,Torre Eifel,Metadata
03EXPNEOPLUS,03expneoplus_038.jpg,03expneoplus_038.jpg,Venecia,Metadata
03EXPNEOPLUS,03expneoplus_039.jpg,03expneoplus_039.jpg,Zurich,Metadata
04APLICC,04aplicc_001.png,04aplicc_001.png,El ciervo rey,Metadata
04APLICC,04aplicc_002.png,04aplicc_002.png,Aguila real,Metadata
04APLICC,04aplicc_003.png,04aplicc_003.png,Aguila real volando,Metadata
04APLICC,04aplicc_004.png,04aplicc_004.png,Carcasone,Metadata
04APLICC,04aplicc_005.png,04aplicc_005.png,Castillo fra1,Metadata
04APLICC,04aplicc_006.png,04aplicc_006.png,Mas mastin,Metadata
05PLUMINK,05plumink_001.png,05plumink_001.png,Un bodegon tinta,Metadata
05PLUMINK,05plumink_002.png,05plumink_002.png,Montaña,Metadata
05PLUMINK,05plumink_003.png,05plumink_003.png,Toro bravo,Metadata
05PLUMINK,05plumink_004.png,05plumink_004.png,Cuando camina la raza,Metadata
06IDE_CLASSIC,06ide_classic_001.png,06ide_classic_001.png,Puerta corral,Metadata
06IDE_CLASSIC,06ide_classic_002.png,06ide_classic_002.png,Dos rosas,Metadata
06IDE_CLASSIC,06ide_classic_003.png,06ide_classic_003.png,Toro,Metadata
06IDE_CLASSIC,06ide_classic_004.png,06ide_classic_004.png,Bodegon mesa y pan,Metadata
07NEOINK stilo,07neoink_stilo_001.jpg,07neoink_stilo_001.jpg,Aros de cascadas,Metadata
07NEOINK stilo,07neoink_stilo_002.jpg,07neoink_stilo_002.jpg,Rio junto al sol,Metadata
07NEOINK stilo,07neoink_stilo_003.jpg,07neoink_stilo_003.jpg,Terrenos alejados,Metadata
07NEOINK stilo,07neoink_stilo_004.png,07neoink_stilo_004.png,Casa De Campo Rustic.Jpg,Metadata
07NEOINK stilo,07neoink_stilo_005.png,07neoink_stilo_005.png,Angel azul,Metadata
07NEOINK stilo,07neoink_stilo_006.png,07neoink_stilo_006.png,Girl angel dorado,Metadata
07NEOINK stilo,07neoink_stilo_007.jpg,07neoink_stilo_007.jpg,House camp,Metadata
07NEOINK stilo,07neoink_stilo_008.png,07neoink_stilo_008.png,Rio tajo farola,Metadata
07NEOINK stilo,07neoink_stilo_009.png,07neoink_stilo_009.png,Parroquia de campi,Metadata
07NEOINK stilo,07neoink_stilo_010.png,07neoink_stilo_010.png,Pueblo futurista 1,Metadata
07NEOINK stilo,07neoink_stilo_011.png,07neoink_stilo_011.png,Pueblo futurista 1b,Metadata
07NEOINK stilo,07neoink_stilo_012.png,07neoink_stilo_012.png,Ruinas griegas,Metadata
07NEOINK stilo,07neoink_stilo_013.png,07neoink_stilo_013.png,Sunrise,Metadata
07NEOINK stilo,07neoink_stilo_014.png,07neoink_stilo_014.png,Talavera 1600 Neo.Jpg,Metadata
07NEOINK stilo,07neoink_stilo_015.png,07neoink_stilo_015.png,Templo egipcio,Metadata
07NEOINK stilo,07neoink_stilo_016.jpg,07neoink_stilo_016.jpg,Lago poco color,Metadata
07NEOINK stilo,07neoink_stilo_017.png,07neoink_stilo_017.png,Basilica de talavera,Metadata
07NEOINK stilo,07neoink_stilo_018.png,07neoink_stilo_018.png,Barco pesquero en altamar,Metadata
07NEOINK stilo,07neoink_stilo_019.png,07neoink_stilo_019.png,Barco pesquero en altamar menor,Metadata
07NEOINK stilo,07neoink_stilo_020.png,07neoink_stilo_020.png,Bodegon,Metadata
07NEOINK stilo,07neoink_stilo_021.png,07neoink_stilo_021.png,Barcas puerto pesquero,Metadata
07NEOINK stilo,07neoink_stilo_022.jpg,07neoink_stilo_022.jpg,Bodegon vino1,Metadata
07NEOINK stilo,07neoink_stilo_023.jpg,07neoink_stilo_023.jpg,Isla en el aire,Metadata
07NEOINK stilo,07neoink_stilo_024.jpg,07neoink_stilo_024.jpg,Islas en el aire,Metadata
07NEOINK stilo,07neoink_stilo_025.jpg,07neoink_stilo_025.jpg,En un mar de cielo,Metadata
07NEOINK stilo,07neoink_stilo_026.jpg,07neoink_stilo_026.jpg,Atenas,Metadata
07NEOINK stilo,07neoink_stilo_027.jpg,07neoink_stilo_027.jpg,Buenos Aires,Metadata
07NEOINK stilo,07neoink_stilo_028.jpg,07neoink_stilo_028.jpg,Cañones de arizona,Metadata
07NEOINK stilo,07neoink_stilo_029.jpg,07neoink_stilo_029.jpg,Cañones en colorado,Metadata
07NEOINK stilo,07neoink_stilo_030.png,07neoink_stilo_030.png,Carro Bueyes Fliomise,Metadata
07NEOINK stilo,07neoink_stilo_031.png,07neoink_stilo_031.png,Carro Bueyes Fliomise Con Nina,Metadata
07NEOINK stilo,07neoink_stilo_032.png,07neoink_stilo_032.png,Cometa,Metadata
07NEOINK stilo,07neoink_stilo_033.jpg,07neoink_stilo_033.jpg,Flatiron Ny,Metadata
07NEOINK stilo,07neoink_stilo_034.jpg,07neoink_stilo_034.jpg,Sao Paulo,Metadata
07NEOINK stilo,07neoink_stilo_035.png,07neoink_stilo_035.png,Sunrise,Metadata
08BORACARBON,08boracarbon_001.png,08boracarbon_001.png,Abuelo Paseando Bajo La Lluvia,Metadata
08BORACARBON,08boracarbon_002.png,08boracarbon_002.png,En Un Pueblo De La Sierra,Metadata
08BORACARBON,08boracarbon_003.png,08boracarbon_003.png,Niños bosque con lluvia,Metadata
08BORACARBON,08boracarbon_004.png,08boracarbon_004.png,Señora sentada en la puerta de su casa,Metadata
09FRACNEO,09fracneo_001.png,09fracneo_001.png,Abstracto fractal,Metadata
09FRACNEO,09fracneo_002.png,09fracneo_002.png,Cisne,Metadata
09FRACNEO,09fracneo_003.png,09fracneo_003.png,Rana,Metadata
09FRACNEO,09fracneo_004.jpeg,09fracneo_004.jpeg,Pueblo de la costa in blue,Metadata
09FRACNEO,09fracneo_005.jpeg,09fracneo_005.jpeg,Abs green,Metadata
09FRACNEO,09fracneo_006.jpeg,09fracneo_006.jpeg,Abs blue,Metadata
09FRACNEO,09fracneo_007.jpeg,09fracneo_007.jpeg,Pueblo on the moon,Metadata
09FRACNEO,09fracneo_008.jpeg,09fracneo_008.jpeg,En un pueblo de la costa espanola,Metadata
10OLEOCUBBO,10oleocubbo_001.png,10oleocubbo_001.png,Belleza En Tres,Metadata
10OLEOCUBBO,10oleocubbo_002.png,10oleocubbo_002.png,Chimpancé En El Arbol,Metadata
10OLEOCUBBO,10oleocubbo_003.png,10oleocubbo_003.png,Chimpancé Sentado,Metadata
10OLEOCUBBO,10oleocubbo_004.png,10oleocubbo_004.png,El Puente De Mi Pueblo,Metadata
10OLEOCUBBO,10oleocubbo_005.png,10oleocubbo_005.png,Familia De Esquimales,Metadata
10OLEOCUBBO,10oleocubbo_006.jpg,10oleocubbo_006.jpg,Guerrera de la amazonia,Metadata
10OLEOCUBBO,10oleocubbo_007.png,10oleocubbo_007.png,Leopardo Buscando,Metadata
10OLEOCUBBO,10oleocubbo_008.png,10oleocubbo_008.png,Oso Polar,Metadata
10OLEOCUBBO,10oleocubbo_009.png,10oleocubbo_009.png,Violin Sin Arco,Metadata
11URBANSPHERIC,11urbanspheric_001.png,11urbanspheric_001.png,Esperando Un Taxi En Ny,Metadata
11URBANSPHERIC,11urbanspheric_002.png,11urbanspheric_002.png,Gran Bullicio En Ny,Metadata
11URBANSPHERIC,11urbanspheric_003.png,11urbanspheric_003.png,Regata,Metadata
11URBANSPHERIC,11urbanspheric_004.png,11urbanspheric_004.png,Taxis En Invierno Ny,Metadata
11URBANSPHERIC,11urbanspheric_005.png,11urbanspheric_005.png,Tu Y Yo Por La Avenida En Ny,Metadata
12CRISTAL_CUBICO,12cristal_cubico_001.png,12cristal_cubico_001.png,Bodegon Masa Y Pan Estilo Cristal,Metadata
12CRISTAL_CUBICO,12cristal_cubico_002.png,12cristal_cubico_002.png,Rascacielos,Metadata
13RECTESSE,13rectesse_001.png,13rectesse_001.png,Cristal Dune,Metadata
14TEREXSE,14terexse_001.jpg,14terexse_001.jpg,Blue Dune,Metadata
16EXPNEO,16expneo_001.png,16expneo_001.png,Farola En La Plaza,Metadata
16EXPNEO,16expneo_002.png,16expneo_002.png,Una Noche Mas Con Luz,Metadata
17FUZZTESS,17fuzztess_001.jpg,17fuzztess_001.jpg,Mar Bravo,Metadata
17FUZZTESS,17fuzztess_002.jpg,17fuzztess_002.jpg,No Hay Moradores,Metadata
18ABSTRACTO_CONFLUENCIA,18abstracto_confluencia_001.jpg,18abstracto_confluencia_001.jpg,El Laberinto,Metadata
19FUZZLINE_ABS,19fuzzline_abs_001.jpg,19fuzzline_abs_001.jpg,Abuelo,Metadata
19FUZZLINE_ABS,19fuzzline_abs_002.jpg,19fuzzline_abs_002.jpg,Bodegon Y Pipa,Metadata
19FUZZLINE_ABS,19fuzzline_abs_003.jpg,19fuzzline_abs_003.jpg,Bodegon Zapatos,Metadata
19FUZZLINE_ABS,19fuzzline_abs_004.png,19fuzzline_abs_004.png,Coche En Londres 1920,Metadata
19FUZZLINE_ABS,19fuzzline_abs_005.jpg,19fuzzline_abs_005.jpg,Mujer Dentro Del Laberinto,Metadata
19FUZZLINE_ABS,19fuzzline_abs_006.png,19fuzzline_abs_006.png,Niños Jugando 1920,Metadata
19FUZZLINE_ABS,19fuzzline_abs_007.png,19fuzzline_abs_007.png,Paris 1920,Metadata
19FUZZLINE_ABS,19fuzzline_abs_008.png,19fuzzline_abs_008.png,Parque Del Retiro1920,Metadata
19FUZZLINE_ABS,19fuzzline_abs_009.jpg,19fuzzline_abs_009.jpg,River Line,Metadata
20BORASSIE,20borassie_001.png,20borassie_001.png,Barco Vapor Mountain River,Metadata
20BORASSIE,20borassie_002.png,20borassie_002.png,Búfalo Al Atardecer,Metadata
20BORASSIE,20borassie_003.png,20borassie_003.png,Cocodrilo En Luna Roja,Metadata
20BORASSIE,20borassie_004.png,20borassie_004.png,Competición De Skateboard,Metadata
20BORASSIE,20borassie_005.png,20borassie_005.png,En El Ganges,Metadata
20BORASSIE,20borassie_006.png,20borassie_006.png,En El Pueblo Borassie Minimal,Metadata
20BORASSIE,20borassie_007.png,20borassie_007.png,Grulla Y Dragón,Metadata
20BORASSIE,20borassie_008.png,20borassie_008.png,In Brodway,Metadata
20BORASSIE,20borassie_009.png,20borassie_009.png,Mejico Town,Metadata
20BORASSIE,20borassie_010.png,20borassie_010.png,Siang Pong Arrozal,Metadata
20BORASSIE,20borassie_011.png,20borassie_011.png,The Cat Dreams,Metadata
20BORASSIE,20borassie_012.png,20borassie_012.png,Vietnam Woods,Metadata
21OCE-BURST,21oce_burst_001.png,21oce_burst_001.png,En el mercado,Metadata
21OCE-BURST,21oce_burst_002.png,21oce_burst_002.png,Noche en la ciudad,Metadata
21OCE-BURST,21oce_burst_003.png,21oce_burst_003.png,Olas y rokas,Metadata
21OCE-BURST,21oce_burst_004.png,21oce_burst_004.png,Rompiendo las olas on the rocks,Metadata
22NEO-LUMINA,22neo_lumina_001.png,22neo_lumina_001.png,Caminando Calle Arriba,Metadata
22NEO-LUMINA,22neo_lumina_002.png,22neo_lumina_002.png,Ciberpunk City,Metadata
22NEO-LUMINA,22neo_lumina_003.png,22neo_lumina_003.png,Night By,Metadata
23TRIDIM-BURST,Nurborg nevado.jpeg,23tridim_burst_001.jpeg,Nurborg Nevado,Extraction
23TRIDIM-BURST,Puerto de Nurborg en invierno.jpeg,23tridim_burst_002.jpeg,Puerto De Nurborg En Invierno,Extraction
23TRIDIM-BURST,Ventisca en Nurgorg.jpeg,23tridim_burst_003.jpeg,Ventisca En Nurgorg,Extraction
SAGA CUBESSEPLUS,saga_cubesseplus_001.png,saga_cubesseplus_001.png,Atenea,Metadata
SAGA CUBESSEPLUS,saga_cubesseplus_002.png,saga_cubesseplus_002.png,Barco cubesse,Metadata
SAGA CUBESSEPLUS,saga_cubesseplus_003.png,saga_cubesseplus_003.png,Barco 1,Metadata
SAGA CUBESSEPLUS,saga_cubesseplus_004.png,saga_cubesseplus_004.png,Batalla de dioses,Metadata
SAGA CUBESSEPLUS,saga_cubesseplus_005.png,saga_cubesseplus_005.png,Batalla de otros dioses,Metadata
SAGA CUBESSEPLUS,saga_cubesseplus_006.png,saga_cubesseplus_006.png,Bodegon 1,Metadata
SAGA CUBESSEPLUS,saga_cubesseplus_007.png,saga_cubesseplus_007.png,El toro,Metadata
SAGA CUBESSEPLUS,saga_cubesseplus_008.png,saga_cubesseplus_008.png,Poseidon,Metadata
SAGA CUBESSEPLUS,saga_cubesseplus_009.png,saga_cubesseplus_009.png,Toro 2,Metadata
